# Spectral unit: Wavelength [um]
# Wave/freq Total
3.173533192999999919e+00 6.322299999999999587e-01
3.179880258999999931e+00 5.978599999999999470e-01
3.186240020000000062e+00 5.022299999999999542e-01
3.192612500000000075e+00 2.911699999999999844e-01
3.198997724999999903e+00 1.343900000000000095e-01
3.205395719999999837e+00 2.847999999999999837e-02
3.211806510999999809e+00 1.170000000000000033e-03
3.218230124000000192e+00 3.160000000000000048e-03
3.224666585000000030e+00 1.752000000000000085e-02
3.231115917999999976e+00 1.465999999999999942e-02
3.237578150000000043e+00 1.313300000000000023e-01
3.244053306000000081e+00 2.197000000000000064e-01
3.250541413000000102e+00 9.654999999999999694e-02
3.257042494999999871e+00 2.580999999999999961e-01
3.263556579999999929e+00 2.711399999999999921e-01
3.270083694000000207e+00 6.165999999999999953e-02
3.276623861000000026e+00 9.628000000000000447e-02
3.283177108999999927e+00 1.560600000000000043e-01
3.289743463000000201e+00 4.098100000000000076e-01
3.296322949999999974e+00 4.298299999999999899e-01
3.302915596000000065e+00 1.424999999999999878e-01
3.309521426999999960e+00 7.055000000000000160e-02
3.316140470000000118e+00 2.510499999999999954e-01
3.322772751000000024e+00 1.944700000000000040e-01
3.329418296000000055e+00 1.235200000000000048e-01
3.336077132999999861e+00 3.898099999999999898e-01
3.342749287000000180e+00 3.722300000000000053e-01
3.349434786000000219e+00 2.383699999999999986e-01
3.356133654999999827e+00 2.663099999999999912e-01
3.362845923000000070e+00 2.576300000000000257e-01
3.369571613999999826e+00 3.184299999999999908e-01
3.376310757999999801e+00 4.228600000000000136e-01
3.383063379000000204e+00 4.812100000000000266e-01
3.389829505999999881e+00 5.465400000000000258e-01
3.396609165000000097e+00 6.640200000000000546e-01
3.403402382999999976e+00 8.013200000000000323e-01
3.410209188000000058e+00 5.677799999999999514e-01
3.417029605999999831e+00 5.305999999999999606e-01
3.423863665999999917e+00 8.157499999999999751e-01
3.430711393000000164e+00 8.979099999999999859e-01
3.437572815999999865e+00 8.578000000000000069e-01
3.444447960999999836e+00 8.087999999999999634e-01
3.451336856999999814e+00 8.186499999999999888e-01
3.458239530999999811e+00 7.944200000000000150e-01
3.465156009999999842e+00 8.186799999999999633e-01
3.472086322000000003e+00 8.883600000000000385e-01
3.479030494999999945e+00 8.484699999999999465e-01
3.485988556000000127e+00 8.340699999999999781e-01
3.492960533000000201e+00 8.351199999999999735e-01
3.499946453999999818e+00 8.385299999999999976e-01
3.506946346999999964e+00 8.550900000000000167e-01
3.513960239999999846e+00 8.338799999999999546e-01
3.520988159999999922e+00 7.735400000000000054e-01
3.528030135999999928e+00 7.499500000000000055e-01
3.535086197000000041e+00 7.780399999999999539e-01
3.542156369000000193e+00 7.232699999999999685e-01
3.549240682000000202e+00 7.138299999999999645e-01
3.556339163000000081e+00 6.804400000000000448e-01
3.563451841000000009e+00 6.961899999999999755e-01
3.570578745000000165e+00 7.360100000000000531e-01
3.577719903000000201e+00 6.858600000000000252e-01
3.584875342000000131e+00 7.451499999999999790e-01
3.592045092999999856e+00 7.394199999999999662e-01
3.599229182999999832e+00 6.847299999999999498e-01
3.606427641999999878e+00 7.773099999999999454e-01
3.613640497000000007e+00 7.651799999999999713e-01
3.620867778000000037e+00 7.196700000000000319e-01
3.628109513000000064e+00 7.992599999999999705e-01
3.635365731999999905e+00 7.751700000000000257e-01
3.642636464000000185e+00 8.145099999999999563e-01
3.649921737000000110e+00 9.164200000000000124e-01
3.657221579999999861e+00 8.395099999999999785e-01
3.664536023999999781e+00 7.993599999999999595e-01
3.671865095999999884e+00 7.657300000000000217e-01
3.679208825999999988e+00 4.977800000000000002e-01
3.686567242999999827e+00 4.673100000000000032e-01
3.693940378000000191e+00 6.854700000000000237e-01
3.701328258999999843e+00 8.089399999999999924e-01
3.708730914999999850e+00 8.935600000000000209e-01
3.716148377000000114e+00 8.234000000000000208e-01
3.723580673999999924e+00 7.894900000000000251e-01
3.731027834999999904e+00 8.511900000000000022e-01
3.738489890999999954e+00 7.762400000000000411e-01
3.745966870999999809e+00 7.661900000000000377e-01
3.753458804000000093e+00 8.383899999999999686e-01
3.760965721999999900e+00 7.641099999999999559e-01
3.768487653000000215e+00 7.285700000000000509e-01
3.776024629000000132e+00 7.624100000000000321e-01
3.783576678000000193e+00 8.129999999999999449e-01
3.791143830999999853e+00 7.795100000000000362e-01
3.798726118999999901e+00 7.477599999999999802e-01
3.806323571000000072e+00 8.414599999999999858e-01
3.813936217999999823e+00 7.918699999999999628e-01
3.821564090999999941e+00 7.575600000000000112e-01
3.829207219000000162e+00 8.638200000000000323e-01
3.836865632999999942e+00 8.407299999999999773e-01
3.844539365000000153e+00 8.294599999999999751e-01
3.852228443000000002e+00 8.836600000000000010e-01
3.859932900000000000e+00 8.619900000000000340e-01
3.867652765999999964e+00 8.759099999999999664e-01
3.875388071999999795e+00 8.991299999999999848e-01
3.883138848000000198e+00 8.949000000000000288e-01
3.890905125000000186e+00 9.199399999999999800e-01
3.898686935999999825e+00 9.389100000000000223e-01
3.906484310000000182e+00 9.220300000000000162e-01
3.914297277999999825e+00 9.407499999999999751e-01
3.922125873000000151e+00 9.638600000000000501e-01
3.929970124000000009e+00 9.479499999999999593e-01
3.937830064999999991e+00 9.586099999999999621e-01
3.945705724999999831e+00 9.736099999999999755e-01
3.953597135999999956e+00 9.624300000000000077e-01
3.961504330999999990e+00 9.664399999999999658e-01
3.969427339000000110e+00 9.771699999999999831e-01
3.977366194000000021e+00 9.715799999999999992e-01
3.985320925999999986e+00 9.728299999999999725e-01
3.993291568000000069e+00 9.770499999999999741e-01
4.001278151000000172e+00 9.771400000000000086e-01
4.009280708000000359e+00 9.773800000000000265e-01
4.017299268999999562e+00 9.787500000000000089e-01
4.025333867999999704e+00 9.778900000000000370e-01
4.033384534999999715e+00 9.772800000000000376e-01
4.041451303999999745e+00 9.792100000000000248e-01
4.049534206999999775e+00 9.797500000000000098e-01
4.057633274999999706e+00 9.799299999999999677e-01
4.065748541999999688e+00 9.796000000000000263e-01
4.073880038999999620e+00 9.799700000000000077e-01
4.082027798999999568e+00 9.789200000000000124e-01
4.090191854999999599e+00 9.767900000000000471e-01
4.098372237999999612e+00 9.748799999999999688e-01
4.106568982999999839e+00 9.725300000000000056e-01
4.114782121000000181e+00 9.750600000000000378e-01
4.123011684999999815e+00 9.776200000000000445e-01
4.131257707999999695e+00 9.754000000000000448e-01
4.139520223999999970e+00 9.742300000000000404e-01
4.147799263999999653e+00 9.751600000000000268e-01
4.156094862999999862e+00 9.640400000000000080e-01
4.164407052999999692e+00 8.949200000000000488e-01
4.172735867000000098e+00 6.545499999999999652e-01
4.181081338000000258e+00 2.894900000000000251e-01
4.189443501000000403e+00 5.449999999999999983e-02
4.197822387999999627e+00 8.999999999999999754e-04
4.206218032999999856e+00 0.000000000000000000e+00
4.214630469000000268e+00 0.000000000000000000e+00
4.223059730000000123e+00 0.000000000000000000e+00
4.231505849000000374e+00 0.000000000000000000e+00
4.239968861000000366e+00 0.000000000000000000e+00
4.248448799000000164e+00 0.000000000000000000e+00
4.256945695999999835e+00 0.000000000000000000e+00
4.265459587999999691e+00 0.000000000000000000e+00
4.273990506999999717e+00 0.000000000000000000e+00
4.282538488000000143e+00 0.000000000000000000e+00
4.291103565000000231e+00 0.000000000000000000e+00
4.299685772000000128e+00 0.000000000000000000e+00
4.308285144000000066e+00 0.000000000000000000e+00
4.316901714000000112e+00 0.000000000000000000e+00
4.325535516999999608e+00 0.000000000000000000e+00
4.334186587999999674e+00 0.000000000000000000e+00
4.342854960999999570e+00 0.000000000000000000e+00
4.351540671000000415e+00 0.000000000000000000e+00
4.360243752999999778e+00 0.000000000000000000e+00
4.368964240000000387e+00 0.000000000000000000e+00
4.377702168999999977e+00 0.000000000000000000e+00
4.386457573000000387e+00 0.000000000000000000e+00
4.395230488000000157e+00 0.000000000000000000e+00
4.404020949000000407e+00 0.000000000000000000e+00
4.412828990999999590e+00 0.000000000000000000e+00
4.421654648999999715e+00 0.000000000000000000e+00
4.430497958000000125e+00 1.000000000000000082e-05
4.439358954000000246e+00 3.099999999999999999e-04
4.448237672000000309e+00 2.789999999999999945e-03
4.457134147999999740e+00 1.393999999999999927e-02
4.466048415999999577e+00 4.222000000000000058e-02
4.474980513000000215e+00 1.222899999999999959e-01
4.483930474000000110e+00 2.632700000000000040e-01
4.492898334999999577e+00 4.052600000000000091e-01
4.501884130999999734e+00 5.566100000000000492e-01
4.510887900000000172e+00 6.766299999999999537e-01
4.519909675000000071e+00 7.392199999999999882e-01
4.528949494999999992e+00 7.105900000000000549e-01
4.538007394000000083e+00 6.920699999999999630e-01
4.547083407999999771e+00 7.893499999999999961e-01
4.556177575000000424e+00 8.759700000000000264e-01
4.565289929999999607e+00 8.646800000000000042e-01
4.574420510000000384e+00 7.944299999999999695e-01
4.583569351000000403e+00 7.887199999999999767e-01
4.592736490000000060e+00 8.005400000000000293e-01
4.601921962999999671e+00 8.499600000000000488e-01
4.611125806999999632e+00 8.321800000000000308e-01
4.620348059000000340e+00 8.225299999999999834e-01
4.629588755000000333e+00 6.964700000000000335e-01
4.638847932000000007e+00 6.588600000000000012e-01
4.648125627999999843e+00 7.231199999999999850e-01
4.657421879000000153e+00 6.577199999999999713e-01
4.666736722999999643e+00 6.152400000000000091e-01
4.676070196999999595e+00 5.952100000000000168e-01
4.685422337000000326e+00 4.496299999999999741e-01
4.694793181999999732e+00 6.049700000000000077e-01
4.704182767999999903e+00 8.172500000000000320e-01
4.713591133000000433e+00 6.216599999999999904e-01
4.723018316000000105e+00 6.114399999999999835e-01
4.732464352000000041e+00 5.321399999999999464e-01
4.741929280999999996e+00 5.826999999999999957e-01
4.751413140000000368e+00 6.426199999999999690e-01
4.760915965999999777e+00 6.185100000000000042e-01
4.770437797999999674e+00 6.054500000000000437e-01
4.779978672999999567e+00 5.081700000000000106e-01
4.789538631000000102e+00 3.728099999999999747e-01
4.799117707999999816e+00 3.762900000000000134e-01
4.808715943000000159e+00 5.125399999999999956e-01
4.818333374999999918e+00 3.780100000000000127e-01
4.827970041999999573e+00 2.611899999999999777e-01
4.837625981999999603e+00 3.910699999999999732e-01
4.847301233999999681e+00 2.750799999999999912e-01
4.856995837000000371e+00 1.387400000000000022e-01
4.866709828000000293e+00 3.612099999999999755e-01
4.876443248000000175e+00 5.215300000000000491e-01
4.886196134000000413e+00 5.170000000000000151e-01
4.895968526999999959e+00 3.052500000000000213e-01
4.905760464000000098e+00 1.187000000000000000e-01
4.915571984999999700e+00 2.512699999999999934e-01
4.925403129000000213e+00 4.665099999999999802e-01
4.935253935000000425e+00 4.365100000000000091e-01
4.945124443000000092e+00 2.498499999999999888e-01
4.955014691999999776e+00 1.311900000000000011e-01
4.964924721000000041e+00 5.512000000000000233e-02
4.974854570999999837e+00 1.767799999999999927e-01
4.984804279999999643e+00 1.970699999999999952e-01
4.994773888000000106e+00 2.475600000000000023e-01
5.004763436000000176e+00 2.717999999999999861e-01
5.014772963000000416e+00 1.261899999999999966e-01
5.024802508999999695e+00 4.567999999999999838e-02
5.034852114000000434e+00 3.089999999999999865e-03
5.044921817999999725e+00 1.189400000000000041e-01
5.055011662000000072e+00 2.871299999999999963e-01
5.065121685000000262e+00 2.766100000000000225e-01
5.075251928000000134e+00 2.468400000000000039e-01
5.085402432000000417e+00 1.359799999999999898e-01
5.095573236999999978e+00 1.856999999999999970e-02
5.105764384000000433e+00 3.937000000000000222e-02
5.115975911999999681e+00 3.665000000000000202e-02
5.126207864000000392e+00 5.229000000000000314e-02
5.136460279999999656e+00 4.633000000000000312e-02
5.146733199999999897e+00 9.010000000000000647e-03
5.157026667000000231e+00 1.200000000000000030e-04
5.167340720000000331e+00 1.840999999999999928e-02
5.177675402000000204e+00 2.859000000000000083e-02
5.188030752000000412e+00 4.343999999999999945e-02
5.198406814000000153e+00 3.155000000000000165e-02
5.208803628000000074e+00 1.690000000000000096e-03
5.219221235000000014e+00 0.000000000000000000e+00
5.229659676999999895e+00 9.000000000000000567e-05
5.240118996999999723e+00 9.000000000000000567e-05
5.250599235000000142e+00 8.000000000000000654e-05
5.261100433000000187e+00 2.279999999999999909e-03
5.271622633999999863e+00 1.050000000000000065e-02
5.282165878999999897e+00 7.740000000000000352e-03
5.292730211000000295e+00 0.000000000000000000e+00
